SYMBOL,change_24012026
ARROWGREEN,-0.3871912934282174
ARSSBL,3.6879548613950366
ARTEMISMED,-1.858237547892729
ARTNIRMAN,-0.10626992561104603
ARVIND,3.0049513402765764
ARVINDFASN,-1.0421052631578922
ARVSMART,-1.2156220363824584
ASAHIINDIA,4.091599739526812
ASAHISONG,0.9597329438764793
ASAL,1.813442139861725
ASALCBR,-2.9244016998434454
ASHAPURMIN,-3.2441016333938317
ASHIANA,3.2223796033994416
ASHIMASYN,4.154476301930958
ASHOKA,-4.048634540709156
ASHOKAMET,-1.0067114093959755
ASHOKLEY,-0.7004972996096478
ASIANENE,-2.0508925180402713
ASIANHOTNR,-1.7057902973395895
ASIANPAINT,-0.3487087418864766
ASIANTILES,-0.11190376276402057
ASKAUTOLTD,0.594016632465709
ASMS,0.08984725965857848
ASPINWALL,1.9156214367160724
ASTEC,-0.10190483656031626
ASTERDM,0.8567626018965192
ASTRAL,-0.013901438798918848
ASTRAMICRO,1.2058702791461413
ASTRAZEN,0.13998782714546562
ASTRON,0.8771929824561372
ATALREAL,4.819765087079779
ATAM,-1.217878455730118
ATGL,-0.3230148048452139
ATHERENERG,2.197716252150801
ATL,-1.0748702742772394
ATLANTAA,2.9359823399558618
ATLANTAELE,1.8074534161490625
ATLASCYCLE,0.0761542122798651
ATUL,-0.8641576481989985
ATULAUTO,-0.8461010747770383
AUBANK,-3.557253423298264
AURIONPRO,0.340931229300604
AUROPHARMA,-0.4433455537556522
AURUM,-0.8741648106904193
AUSOMENT,-1.0858216746711031
AUTOAXLES,-0.8575437867054727
AUTOBEES,-0.09740824491214914
AUTOIETF,-0.2776813606386612
AUTOIND,-1.0972636141966787
AVADHSUGAR,-2.7981248168766513
AVALON,-1.4936932949767647
AVANTEL,-1.6657019744035007
AVANTIFEED,-0.8049271297030335
AVG,-2.0810129550384024
AVL,1.1300020733982974
AVONMORE,2.663578459756809
AVROIND,14.460093896713614
AVTNPL,1.6569499846578677
AWFIS,-1.5808587908566616
AWHCL,-0.9638038123795246
AWL,-0.018196706396138677
AXISBANK,-0.9574635065138946
AXISBNKETF,0.031040679627502184
AXISBPSETF,0.0
AXISCADES,-1.4593770420387648
AXISCETF,0.0
AXISGOLD,-0.34739874597525555
AXISHCETF,-0.13479813978568245
AXISILVER,2.159835741925305
AXISNIFTY,-0.2503967554223369
AXISTECETF,0.7155808050284145
AXISVALUE,-0.03164556962025811
AXSENSEX,-0.6125043337570798
AYMSYNTEX,0.5970336852689723
AZAD,1.5189873417721578
BAGFILMS,-1.1326860841423851
BAIDFIN,0.09803921568628984
BAJAJ-AUTO,0.6637867453376883
BAJAJCON,2.0518358531317453
BAJAJELEC,-2.328966521106267
BAJAJFINSV,0.6153384361398746
BAJAJHCARE,0.07794232268121887
BAJAJHFL,0.7915285057225471
BAJAJHIND,-0.3476245654693063
BAJAJHLDNG,-0.14890646812470917
BAJAJINDEF,-0.6360219716681089
BAJEL,-0.3154949699386875
BAJFINANCE,-0.30465385019434577
BALAJEE,-0.3901170351105479
BALAJITELE,0.01888930865131303
BALAMINES,11.345262966663626
BALAXI,2.82755874153724
BALKRISHNA,-0.8365867261572704
BALKRISIND,-0.7251180906604789
BALMLAWRIE,-1.5811844715216732
BALPHARMA,-1.2093411175980047
BALRAMCHIN,1.9654841802492784
BALUFORGE,5.2899864068871825
BANARBEADS,6.3765272451618715
BANARISUG,0.00833287039609416
BANCOINDIA,0.9961864736555338
BANDHANBNK,-0.25740921107555625
BANG,0.042835724994652234
BANKA,-2.4343675417661115
BANKADD,0.18151815181518058
BANKBARODA,-0.11581733951024684
BANKBEES,0.16134815346002299
BANKBETA,0.2449779519843307
BANKBETF,0.3989361702127693
BANKETF,0.12416601824412694
BANKIETF,0.2961500493583411
BANKINDIA,1.14469806018234
BANKNIFTY1,0.2766026684022017
BANKPSU,0.7028459499942382
BANSALWIRE,0.5024284039524368
BANSWRAS,-2.136091242992455
BASF,-1.1180667559662145
BASML,2.1846661170651176
BATAINDIA,-0.21432104192999346
BAYERCROP,0.05197152864083566
BBETF0432,-0.05247786802955701
BBL,1.1129236904114488
BBNPNBETF,-0.15105740181268262
BBNPPGOLD,0.14657383657018475
BBOX,-1.1107919180312085
BBTC,0.7933865956502415
BBTCL,2.624338624338628
BCG,0.6097560975609807
BCLIND,0.6048387096774184
BCONCEPTS,-0.6929133858267681
BDL,-0.684931506849315
BEARDSELL,-0.2706359945872744
BECTORFOOD,1.6037611494353905
BEDMUTHA,-2.4759635837658442
BEL,-0.9576250897773522
BELLACASA,0.40270386883360687
BELRISE,-1.7719396310788238
BEML,-1.3212911858170286
BEPL,0.5091770278271078
BERGEPAINT,2.1278682094528385
BESTAGRO,3.092901164117771
BETA,-1.0145017738221171
BFINVEST,1.6865953429830054
BFSI,0.316678395496129
BGRENERGY,-3.2004830917874294
BHAGCHEM,3.882752354994503
BHAGERIA,-0.657855745866168
BHANDARI,0.5154639175257737
BHARATFORG,0.2540162021145164
BHARATGEAR,-1.4419946041492206
BHARATRAS,0.6617342952989335
BHARATSE,1.4837538345958836
BHARATWIRE,0.9934714731762702
BHARTIARTL,-0.8365949119373732
BHARTIHEXA,-1.5123981476053803
BHEL,-0.8771929824561276
BIGBLOC,2.9756537421099933
BIKAJI,-0.14945555476477895
BIL,-3.5467191027601643
BIOCON,1.4792899408284024
BIOFILCHEM,-2.2250078345346314
BIRLACABLE,1.8702957500190132
BIRLACORPN,0.25680045653412764
BIRLAMONEY,-0.18922852983989763
BIRLANU,-0.636476287033918
BLACKBUCK,2.453271028037383
BLAL,0.03472394464010774
BLBLIMITED,-4.758364312267649
BLISSGVS,-5.644271528947215
BLKASHYAP,-2.136573104315046
BLS,0.5240027045300917
BLSE,0.05140213604432201
BLUECOAST,-4.645873944119558
BLUEDART,0.7267306438088139
BLUEJET,-1.9919536846236943
BLUESTARCO,-0.005576311827352315
BLUESTONE,-0.36649214659685864
BLUSPRING,3.1192378610940397
BMWVENTLTD,-1.0723337882628137
BODALCHEM,-3.352601156069368
BOHRAIND,-0.9512485136741982
BOMDYEING,1.3101160862354997
BOROLTD,-0.46569944474295344
BORORENEW,-0.9537195060736874
BOROSCI,-0.26835180055401864
BOSCH-HCIL,-2.3298589822195
BOSCHLTD,0.6505576208178439
BPCL,-1.01742160278745
BPL,0.4873294346978511
BRIGADE,-1.8687302952135232
BRIGHOTEL,0.6341537067794076
BRITANNIA,-0.4290401278707832
BRNL,-0.4320691310609691
BROOKS,-0.15367421067337164
BSE,1.4835519243173545
BSE500IETF,-0.12578616352200545
BSHSL,-0.48072108162242344
BSL,-1.236050289588925
BSLGOLDETF,0.08893200743794925
BSLNIFTY,-0.1666111296234612
BSLSENETFG,0.011927480916019686
BSOFT,2.8426273134147815
BTML,0.5063291139240511
BUTTERFLY,-0.8848120789025157
BVCL,-1.7419206967682903
BYKE,2.126851500189906
CALSOFT,-0.39973351099267485
CAMLINFINE,-0.09919978837378855
CAMPUS,0.416418798334318
CAMS,0.07037297677691766
CANBK,0.5599253432875639
CANFINHOME,0.687014303412549
CANHLIFE,-2.686546653840866
CANTABIL,1.6015487504399697
CAPACITE,-0.4119464469618949
CAPILLARY,6.940012763241864
CAPITALSFB,-0.07584376185058347
CAPLIPOINT,0.4824220916047364
CAPTRUST,3.052208835341372
CARBORUNIV,1.3950578667500755
CARERATING,-2.0336521002300048
CARRARO,-0.5281524096953607
CARTRADE,3.0618628785927138
CARYSIL,-1.0031152647975021
CASHIETF,0.014352418861000743
CASTROLIND,0.16028209648982816
CCHHL,-0.6342494714587729
CCL,2.5881728984354258
CDSL,0.16931216931217574
CEATLTD,2.2590921157419674
CEIGALL,0.546448087431694
CELEBRITY,-1.5267175572519098
CELLO,1.0229666031491256
CEMPRO,-1.5519471188389071
CENTENKA,1.067573908962931
CENTRALBK,1.289282836422251
CENTRUM,0.0
CENTUM,-0.05146238957030074
CENTURYPLY,0.8431592121731231
CERA,0.3262158956109134
CESC,-1.9355629057944364
CEWATER,-0.7370145063172618
CGCL,-0.8088923127716937
CGPOWER,-0.7169682485489812
CHALET,1.4383482194640966
CHAMBLFERT,1.488947428702325
CHEMBOND,2.964067972499671
CHEMBONDCH,0.14529855393344493
CHEMCON,-1.2039167424688322
CHEMFAB,-1.8557919621749464
CHEMICAL,-0.06937218175511473
CHEMPLASTS,15.847563515201992
CHENNPETRO,1.6572877373075372
CHEVIOT,1.3155272074945232
CHOICEGOLD,0.2583052306809107
CHOICEIN,0.08020235671540221
CHOLAFIN,-0.5669862052840803
CHOLAHLDNG,0.01648261084556793
CIEINDIA,1.2321095208462944
CIFL,3.9585296889726833
CIGNITITEC,0.7478312892611426
CINELINE,-1.4650283553875174
CINEVISTA,7.8493937460114775
CIPLA,-1.1534261534261596
CLEAN,0.029236346626125596
CLEDUCATE,-0.9797684183738519
CLSEL,-1.1279657720731366
CMSINFO,0.9510869565217495
CNL,0.7079013228459129
COALINDIA,-0.7864908628267485
COCHINSHIP,-0.9791373352105436
COFFEEDAY,-2.319436288901935
COFORGE,0.6717341347003766
COHANCE,-2.066025360734584
COLPAL,0.4865251609825813
COMMOIETF,-0.13471502590673104
COMPUSOFT,1.29427792915531
CONCOR,0.8673618555696415
CONCORDBIO,1.1823692284666585
CONFIPET,-1.1922070369293507
CONS,-0.4369285540901418
CONSOFINVT,1.1210762331838635
CONSUMBEES,-0.3509557945041808
CONSUMER,-0.3433476394849865
CONSUMIETF,-0.328920978740482
CONTROLPR,0.6559601900022654
CORALFINAC,-0.517429193899776
CORDSCABLE,1.721292148078293
COROMANDEL,2.7171064127206135
CORONA,2.3280725558808926
COSMOFIRST,-1.0918877354863548
COUNCODOS,-0.35335689045937213
CPCAP,0.14006828328809995
CPEDU,2.3819561551433415
CPPLUS,-0.21086666198074083
CPSEETF,0.2683843263553408
CRAFTSMAN,2.548195584017077
CRAMC,-2.2442588726513533
CREATIVEYE,-0.5706134094151218
CREDITACC,-0.1936183395291202
CREST,-0.35737921906023107
CRISIL,1.22761288152696
CRIZAC,-0.3464203233256482
CROMPTON,0.6569779016524012
CROWN,-1.0125523012552249
CSBBANK,2.773650321941555
CSLFINANCE,0.08676036786395976
CTE,-3.9565338534410746
CUB,5.379205474244431
CUBEXTUB,-0.04461497278486407
CUMMINSIND,0.07799330767102836
CUPID,1.7859213730720276
CYBERMEDIA,-1.181592039800981
CYBERTECH,-2.3591753774680604
CYIENT,1.9345883577687129
CYIENTDLM,-1.6963736939151757
DABUR,-0.3721374045801613
DALBHARAT,1.5383873456790167
DALMIASUG,-1.2398157987956075
DAMCAPITAL,0.749987903420918
DAMODARIND,-0.1688048615800159
DANGEE,-0.28653295128940487
DATAMATICS,0.47801147227533464
DATAPATTNS,-0.9743981658387466
DAVANGERE,7.47252747252747
DBCORP,0.2664480426316892
DBEIL,-0.7361376673040115
DBL,2.6378896882494054
DBOL,3.071317022384174
DBREALTY,-0.9404955688189474
DBSTOCKBRO,-0.24028834601521315
DCAL,1.237937795548026
DCBBANK,3.20631190196407
DCI,0.8480212836714299
DCM,-0.3182541486701536
DCMFINSERV,-3.792415169660669
DCMNVL,-1.0846153846153819
DCMSHRIRAM,-0.11012282930961072
DCMSRIND,-1.3654096228868717
DCW,0.3919372900335962
DCXINDIA,-2.051505892623304
DDEVPLSTIK,-1.7235376044568207
DECCANCE,-2.184970270076653
DEEDEV,-0.6656735871892779
DEEPAKFERT,1.3323402846739414
DEEPAKNTR,-0.1969129136759137
DEEPINDS,-2.589872439118673
DELHIVERY,0.3667172483561066
DELPHIFX,2.2217573221757334
DELTACORP,3.2315711094564223
DELTAMAGNT,0.104306362688135
DEN,0.6589785831960437
DENORA,0.9309967141292336
DENTA,0.8653061224489722
DEVIT,-2.351557907113475
DEVX,2.4940929377789334
DEVYANI,-0.6040960660085616
DGCONTENT,1.2832550860719878
DHAMPURSUG,-0.12640094379371844
DHANBANK,-1.7772511848341204
DHANUKA,-2.128825947921421
DHARMAJ,-2.332744671239068
DHRUV,-0.9038800705467297
DHUNINV,-0.47285464098074353
DIACABS,-2.6278777111555343
DIAMINESQ,0.60393532047536
DIAMONDYD,0.805392628906596
DICIND,-0.9828009828009876
DIFFNKG,0.049734748010602535
DIGIDRIVE,1.2741312741312814
DIGISPICE,-0.48309178743961106
DIGITIDE,2.600650162540639
DIGJAMLMTD,1.8775510204081667
DISHTV,-1.546391752577321
DIVGIITTS,0.6251605720647387
DIVIDEND,0.41402152911952994
DIVISLAB,-0.7555315704263357
DIVOPPBEES,0.2789231142372108
DIXON,-5.100489782131397
DJML,-0.9034443817052521
DLF,-1.09906768740999
DLINKINDIA,5.0076844262295115
DMART,-0.14611872146118482
DMCC,-0.45239121068504223
DNAMEDIA,11.377245508982046
DODLA,2.3154362416107306
DOLATALGO,-1.4702581369247902
DOLLAR,-0.1197425535099638
DOLPHIN,-0.7453554344198389
DOMS,-0.6682596897655017
DONEAR,2.883279295970351
DPABHUSHAN,-1.5460004141072599
DPSCLTD,2.6460859977949305
DPWIRES,-1.042928627864098
DRCSYSTEMS,1.6363636363636338
DREAMFOLKS,-0.14695797002056576
DREDGECORP,6.64479081214109
DRREDDY,-1.9909502262443475
DSSL,0.5030081862116602
DTIL,-1.9620624470373451
DUCON,-3.363914373088681
DVL,-1.5451736047991274
DWARKESH,-1.0550327915597302
DYCL,-0.3528468323977619
DYNAMATECH,-0.6195854808641299
DYNPRO,-1.4495889225443508
E2E,-1.8564234225338272
EASEMYTRIP,0.14124293785310432
EBANKNIFTY,0.0666111573688697
EBBETF0430,-0.08948545861298121
EBBETF0431,-0.17367811655731832
EBBETF0433,-0.1338541381280801
EBGNG,1.4054438711972916
ECAPINSURE,-0.08354218880534492
ECLERX,-0.047863545383339534
ECOSMOBLTY,-0.3343416653399116
EDELWEISS,-0.8448832352382765
EFCIL,0.7038535984515222
EGOLD,0.0
EICHERMOT,-0.43033889187735336
EIDPARRY,0.2872951691849378
EIEL,2.3130134025075666
EIFFL,-6.382623224728495
EIHAHOTELS,-0.6608899985313557
EIHOTEL,0.2896032435563278
EIMCOELECO,1.5989036089538604
EKC,-0.9859791949344219
ELDEHSG,-3.5245814226298458
ELECON,-2.2688460600146265
ELECTCAST,-0.14200511218405074
ELECTHERM,-2.903741252961598
ELGIEQUIP,-0.022711787417674933
ELGIRUBCO,0.8512650744856927
ELIN,1.2671162885755254
ELIQUID,0.014789690599670413
ELLEN,-0.26614620298083747
ELM250,-0.1805054151624617
EMAMILTD,-0.41934854690853013
EMAMIPAP,-0.6133493686109502
EMAMIREAL,0.4813321191622093
EMCURE,3.4353945700753785
EMIL,3.1256533556345487
EMKAY,2.899396769799568
EMMBI,-3.0696332921302063
EMMVEE,0.7553803031022867
EMSLIMITED,-1.2609858616736693
EMUDHRA,2.8623853211009216
EMULTIMQ,0.14591439688716507
ENDURANCE,0.5712953247056186
ENERGY,-0.31856356791195894
ENGINERSIN,-0.33926184846303925
ENIFTY,-0.3493788819875771
ENIL,0.9668035592060316
ENRIN,1.2933395121540328
ENTERO,-0.4393458628264473
EPACK,0.5170821791320322
EPACKPEB,-0.4585326953748029
EPIGRAL,0.9122502172024326
EPL,-0.058221338120423335
EQUAL200,-0.3000750187546956
EQUAL50,-0.3535792407035648
EQUAL50ADD,-0.18255578093306155
EQUITASBNK,2.178485576923081
ERIS,-1.1510406210265707
ESABINDIA,-0.08876264867743654
ESAFSFB,1.0976087808702375
ESCORTS,-0.7677133870021907
ESENSEX,0.16738402678144496
ESG,-0.22701475595912446
ESILVER,2.5955100433241447
ESSENTIA,-1.360544217687076
ESTER,-0.5140039861533566
ETERNAL,3.2602979842243687
ETHOSLTD,0.6647109064577255
EUREKAFORB,-0.2974628171478645
EUROBOND,1.099840437656717
EUROPRATIK,2.017978352595854
EVEREADY,1.2937009086708906
EVERESTIND,-2.0539580326412787
EVIETF,-0.12882447665056085
EVINDIA,-0.28966849050531013
EXCEL,3.9682539682539715
EXCELINDUS,2.67812861630021
EXCELSOFT,-0.758305247953774
EXICOM,-0.509578182504475
EXIDEIND,-1.058049756934512
EXPLEOSOL,-0.9426468251866734
FABTECH,0.6816487378847593
FACT,0.4920120398240334
FAIRCHEMOR,-0.028174966542233636
FAZE3Q,-9.368485591661555
FCL,-1.7424564385890358
FCSSOFT,0.0
FDC,-1.8794637263500815
FEDERALBNK,-1.4234875444839834
FEDFINA,-0.9108136194143952
FIBERWEB,-0.9295352323838149
FIEMIND,1.5303596345141108
FILATEX,-0.9075194468452933
FILATFASH,0.0
FINCABLES,0.6805867582925832
FINEORG,-0.03087079385434166
FINIETF,-0.09316770186335756
FINKURVE,2.789144949386176
FINOPB,2.4088680451929125
FINPIPE,0.4850724721372083
FIRSTCRY,-0.09281603861147206
FISCHER,4.922754647813571
FIVESTAR,2.1788425515133722
FLAIR,0.42633822832781393
FLEXIADD,0.0
FLEXITUFF,-1.237623762376226
FLUOROCHEM,-0.12143290831814896
FMCGIETF,-0.2833864682961454
FMGOETZE,0.12323549182164718
FMNL,1.6009852216748868
FOCUS,-0.6704063483376783
FOODSIN,0.45178376694190103
FORCEMOT,0.9798994974874372
FORTIS,1.6455837904399468
FOSECOIND,-0.9377628259041287
FSL,3.4034355434259185
FUSION,-0.09075508228461138
GABRIEL,-0.6673618352450446
GAEL,-1.4278574998215179
GAIL,-0.7745421795256802
GALAPREC,1.8053538078439446
GALAXYSURF,-1.4354821747817834
GALLANTT,-0.6410827174783919
GANDHAR,7.621139510117138
GANDHITUBE,1.0766435636901959
GANECOS,-2.2031977842125143
GANESHBE,1.0579280092891152
GANESHCP,2.017642185291688
GANESHHOU,3.881587860723476
GANGAFORGE,-0.5970149253731348
GANGESSECU,-0.6671899529042452
GARFIBRES,-2.200470445405569
GARUDA,17.9499606227661
GATECH,-1.8867924528301903
GATECHDVR,0.0
GATEWAY,-1.037453842096002
GEECEE,-0.524892635597275
GEEKAYWIRE,-2.1003134796238188
GEMAROMA,-0.7914001187100104
GENCON,-1.7431597528684888
GENESYS,-4.2249968470172785
GENUSPAPER,2.435192458758827
GENUSPOWER,-0.24056254626201973
GEOJITFSL,1.053799223516349
GESHIP,0.5727272727272686
GFLLIMITED,1.46594915568751
GHCL,0.273972602739726
GHCLTEXTIL,2.7839335180055276
GICHSGFIN,0.7195528068506233
GICRE,-0.717768147345606
GILLANDERS,0.7518053219902967
GILLETTE,3.2200471848498378
GILT10BETA,0.8425890463423932
GILT5BETA,-0.11075949367088651
GILT5YBEES,-0.04722921914357862
GINNIFILA,0.1486620416253773
GIPCL,-1.0894297731503915
GKENERGY,-1.9354838709677364
GKSL,2.0744059213089163
GKWLIMITED,0.03530657879250965
GLAND,0.9512624779800379
GLAXO,-1.1680780943640232
GLENMARK,-0.4609665427509271
GLOBALE,-2.4126455906821893
GLOBALVECT,0.8459869848156195
GLOBE,2.3809523809523756
GLOBECIVIL,0.7908264136022115
GLOBUSSPR,-1.1651816312542815
GLOSTERLTD,1.0935504469987265
GLOTTIS,2.2647113421199294
GMBREW,0.6550840216462633
GMDCLTD,1.170731707317077
GMMPFAUDLR,-0.45657664659025116
GMRAIRPORT,-0.6107328794553459
GMRP&UI,-3.5175422650427106
GNA,0.630191922085359
GNFC,0.19007391763463088
GOACARBON,1.480698043363306
GOCLCORP,-1.2566371681415969
GOCOLORS,-3.0067081935792896
GODAVARIB,-1.5492957746478793
GODFRYPHLP,3.9847930160518206
GODIGIT,2.201115633951458
GODREJAGRO,2.236625890085813
GODREJCP,0.2588577900016215
GODREJIND,-1.126259632483708
GODREJPROP,-2.693184172363787
GOKEX,-2.985316784294634
GOKUL,2.297008547008546
GOKULAGRO,0.1720747295968542
GOLD1,-0.29746727859934924
GOLD360,-0.4728992360858329
GOLDADD,-0.5837285662167174
GOLDBEES,-0.33401849948612583
GOLDBETA,-0.08445945945946665
GOLDBND,0.24213075060532932
GOLDCASE,0.09029345372461908
GOLDETF,0.09509180016092125
GOLDIAM,0.6412124744972277
GOLDIETF,-0.35504912889108464
GOLDTECH,-3.231744733074245
GOODLUCK,2.1593646827875475
GOPAL,-0.9461315428048119
GPIL,1.76678445229682
GPPL,1.6994187655687756
GPTHEALTH,-0.49355432780846226
GPTINFRA,1.203311513284559
GRANULES,-0.6808439102294811
GRAPHITE,-3.166909032153825
GRASIM,-1.157943492357573
GRAVITA,0.45735475896168676
GREAVESCOT,-1.5123739688359388
GREENLAM,3.013142881291466
GREENPANEL,-0.9611423863792496
GREENPLY,0.9726821192052957
GREENPOWER,-1.2785388127853772
GRINDWELL,0.9663381543581299
GRINFRA,-0.3393245321032747
GRMOVER,1.73602853745542
GROBTEA,-0.8854427213606827
GROWW,-0.06756756756757594
GROWWCAPM,0.8205128205128212
GROWWDEFNC,-1.564274000252296
GROWWEV,-0.740740740740742
GROWWGOLD,0.4218488617353873
GROWWLIQID,0.018618506795751274
GROWWLOVOL,-0.5586592178770996
GROWWMC150,0.15114734576099667
GROWWMETAL,0.2790697674418545
GROWWMOM50,-0.28901734104047333
GROWWN200,-0.8591065292096343
GROWWNET,0.8964143426294985
GROWWNIFTY,-0.38572806171648166
GROWWNXT50,-0.6246368390470756
GROWWPOWER,-0.6276150627615115
GROWWRAIL,-0.41224970553592627
GROWWRLTY,-0.8247422680412378
GROWWSC250,0.4305705059203545
GROWWSLVR,3.0989656698997936
GRPLTD,2.386253353884795
GRSE,-1.2497984196097403
GRWRHITECH,1.4198030486982451
GSEC10ABSL,0.8476893628657433
GSEC10IETF,0.15051522519392782
GSEC10YEAR,-0.03382949932340328
GSEC5IETF,-0.1409774436090279
GSFC,-0.3276238648120435
GSPL,-2.6599216710182696
GSS,1.9193857965450989
GTECJAINX,-2.6684758028041604
GTL,-0.522193211488251
GTLINFRA,0.0
GTPL,-8.012422360248442
GUFICBIO,1.6039383833571397
GUJALKALI,-0.5680644494939062
GUJAPOLLO,-0.4961832061068674
GUJGASLTD,-1.9671344608372425
GUJTHEM,-3.548895899053628
GULFOILLUB,-1.0650371017023172
GULFPETRO,0.44656147662994516
GULPOLY,-0.8599594490666221
GVPIL,-1.007966184360274
GVPTECH,-3.2979976442873893
GVT&D,0.48929438599073594
HAL,-1.4606940509915016
HAPPSTMNDS,-0.8542075493477984
HAPPYFORGE,1.5626436253332106
