SYMBOL,change_07022026,change_07022026_x,change_07022026_y,change_10022026,change_07022026_x.1,change_07022026_y.2,change_09022026_x,change_07022026_y.1,change_27012026_x,change_27012026_y
AIAENG,-0.7530200627960121,-0.7530200627960121,-0.7530200627960121,-0.7530200627960121,-0.7530200627960121,-0.7530200627960121,-0.7530200627960121,-0.7530200627960121,-0.7530200627960121,-0.7530200627960121
AIIL,-5.98198198198199,-5.98198198198199,-5.98198198198199,-5.98198198198199,-5.98198198198199,-5.98198198198199,-5.98198198198199,-5.98198198198199,-5.98198198198199,-5.98198198198199
AIRAN,-5.547945205479456,-5.547945205479456,-5.547945205479456,-5.547945205479456,-5.547945205479456,-5.547945205479456,-5.547945205479456,-5.547945205479456,-5.547945205479456,-5.547945205479456
AIROLAM,-0.9835340921648807,-0.9835340921648807,-0.9835340921648807,-0.9835340921648807,-0.9835340921648807,-0.9835340921648807,-0.9835340921648807,-0.9835340921648807,-0.9835340921648807,-0.9835340921648807
AJANTPHARM,-0.6623491315866942,-0.6623491315866942,-0.6623491315866942,-0.6623491315866942,-0.6623491315866942,-0.6623491315866942,-0.6623491315866942,-0.6623491315866942,-0.6623491315866942,-0.6623491315866942
AJAXENGG,-3.9087947882736183,-3.908794788273618,-3.908794788273618,-3.908794788273618,-3.908794788273618,-3.908794788273618,-3.908794788273618,-3.908794788273618,-3.908794788273618,-3.908794788273618
AJMERA,-1.6893010930771668,-1.6893010930771668,-1.6893010930771668,-1.6893010930771668,-1.6893010930771668,-1.6893010930771668,-1.6893010930771668,-1.6893010930771668,-1.6893010930771668,-1.6893010930771668
AJOONI,0.2604166666666727,0.2604166666666727,0.2604166666666727,0.2604166666666727,0.2604166666666727,0.2604166666666727,0.2604166666666727,0.2604166666666727,0.2604166666666727,0.2604166666666727
AKASH,1.119402985074625,1.119402985074625,1.119402985074625,1.119402985074625,1.119402985074625,1.119402985074625,1.119402985074625,1.119402985074625,1.119402985074625,1.119402985074625
AKG,-0.1516300227445002,-0.1516300227445002,-0.1516300227445002,-0.1516300227445002,-0.1516300227445002,-0.1516300227445002,-0.1516300227445002,-0.1516300227445002,-0.1516300227445002,-0.1516300227445002
AKI,-2.9780564263322806,-2.9780564263322806,-2.9780564263322806,-2.9780564263322806,-2.9780564263322806,-2.9780564263322806,-2.9780564263322806,-2.9780564263322806,-2.9780564263322806,-2.9780564263322806
AKSHAR,2.0833333333333353,2.0833333333333357,2.083333333333336,2.083333333333336,2.083333333333336,2.083333333333336,2.083333333333336,2.083333333333336,2.083333333333336,2.083333333333336
AKSHARCHEM,0.7157913226769697,0.7157913226769697,0.7157913226769697,0.7157913226769697,0.7157913226769697,0.7157913226769697,0.7157913226769697,0.7157913226769697,0.7157913226769697,0.7157913226769697
AKSHOPTFBR,-2.6690391459074796,-2.66903914590748,-2.66903914590748,-2.66903914590748,-2.66903914590748,-2.66903914590748,-2.66903914590748,-2.66903914590748,-2.66903914590748,-2.66903914590748
AKUMS,1.022592152199765,1.022592152199765,1.022592152199765,1.022592152199765,1.022592152199765,1.022592152199765,1.022592152199765,1.022592152199765,1.022592152199765,1.022592152199765
AKZOINDIA,0.13630477748245076,0.1363047774824507,0.1363047774824507,0.1363047774824507,0.1363047774824507,0.1363047774824507,0.1363047774824507,0.1363047774824507,0.1363047774824507,0.1363047774824507
ALANKIT,0.9297520661157012,0.9297520661157012,0.9297520661157012,0.9297520661157012,0.9297520661157012,0.9297520661157012,0.9297520661157012,0.9297520661157012,0.9297520661157012,0.9297520661157012
ALBERTDAVD,0.4880536130536164,0.4880536130536164,0.4880536130536164,0.4880536130536164,0.4880536130536164,0.4880536130536164,0.4880536130536164,0.4880536130536164,0.4880536130536164,0.4880536130536164
ALEMBICLTD,-1.763951250801802,-1.763951250801802,-1.763951250801802,-1.763951250801802,-1.763951250801802,-1.763951250801802,-1.763951250801802,-1.763951250801802,-1.763951250801802,-1.763951250801802
ALGOQUANT,-2.1239773442416636,-2.123977344241664,-2.123977344241664,-2.123977344241664,-2.123977344241664,-2.123977344241664,-2.123977344241664,-2.123977344241664,-2.123977344241664,-2.123977344241664
ALICON,-2.7106913704851783,-2.7106913704851783,-2.7106913704851783,-2.7106913704851783,-2.7106913704851783,-2.7106913704851783,-2.7106913704851783,-2.7106913704851783,-2.7106913704851783,-2.7106913704851783
ALIVUS,2.5536854323853744,2.5536854323853744,2.5536854323853744,2.5536854323853744,2.5536854323853744,2.5536854323853744,2.5536854323853744,2.5536854323853744,2.5536854323853744,2.5536854323853744
ALKALI,-4.3286462641301355,-4.328646264130136,-4.328646264130136,-4.328646264130136,-4.328646264130136,-4.328646264130136,-4.328646264130136,-4.328646264130136,-4.328646264130136,-4.328646264130136
ALKEM,-0.13892506729182946,-0.1389250672918294,-0.1389250672918294,-0.1389250672918294,-0.1389250672918294,-0.1389250672918294,-0.1389250672918294,-0.1389250672918294,-0.1389250672918294,-0.1389250672918294
ALKYLAMINE,-2.2218049818500436,-2.221804981850044,-2.221804981850044,-2.221804981850044,-2.221804981850044,-2.221804981850044,-2.221804981850044,-2.221804981850044,-2.221804981850044,-2.221804981850044
ALLCARGO,-1.5037593984962465,-1.5037593984962463,-1.5037593984962463,-1.5037593984962463,-1.5037593984962463,-1.5037593984962463,-1.5037593984962463,-1.5037593984962463,-1.5037593984962463,-1.5037593984962463
ALLDIGI,0.03153380423814329,0.0315338042381432,0.0315338042381432,0.0315338042381432,0.0315338042381432,0.0315338042381432,0.0315338042381432,0.0315338042381432,0.0315338042381432,0.0315338042381432
ALLTIME,-10.371974020862043,-10.371974020862044,-10.371974020862044,-10.371974020862044,-10.371974020862044,-10.371974020862044,-10.371974020862044,-10.371974020862044,-10.371974020862044,-10.371974020862044
ALMONDZ,-5.111821086261985,-5.111821086261985,-5.111821086261985,-5.111821086261985,-5.111821086261985,-5.111821086261985,-5.111821086261985,-5.111821086261985,-5.111821086261985,-5.111821086261985
ALOKINDS,-2.301963439404197,-2.301963439404197,-2.301963439404197,-2.301963439404197,-2.301963439404197,-2.301963439404197,-2.301963439404197,-2.301963439404197,-2.301963439404197,-2.301963439404197
ALPA,-1.977920883164672,-1.977920883164672,-1.977920883164672,-1.977920883164672,-1.977920883164672,-1.977920883164672,-1.977920883164672,-1.977920883164672,-1.977920883164672,-1.977920883164672
ALPHA,-1.5712440809298407,-1.5712440809298407,-1.5712440809298407,-1.5712440809298407,-1.5712440809298407,-1.5712440809298407,-1.5712440809298407,-1.5712440809298407,-1.5712440809298407,-1.5712440809298407
ALPHAETF,-1.5561015561015665,-1.5561015561015663,-1.5561015561015663,-1.5561015561015663,-1.5561015561015663,-1.5561015561015663,-1.5561015561015663,-1.5561015561015663,-1.5561015561015663,-1.5561015561015663
ALPHAGEO,-2.4393820883848303,-2.4393820883848303,-2.4393820883848303,-2.4393820883848303,-2.4393820883848303,-2.4393820883848303,-2.4393820883848303,-2.4393820883848303,-2.4393820883848303,-2.4393820883848303
ALPL30IETF,-0.9127418765972983,-0.9127418765972984,-0.9127418765972984,-0.9127418765972984,-0.9127418765972984,-0.9127418765972984,-0.9127418765972984,-0.9127418765972984,-0.9127418765972984,-0.9127418765972984
AMAGI,2.7489059080962672,2.7489059080962672,2.7489059080962672,2.7489059080962672,2.7489059080962672,2.7489059080962672,2.7489059080962672,2.7489059080962672,2.7489059080962672,2.7489059080962672
AMANTA,-1.1362513585613985,-1.1362513585613985,-1.1362513585613985,-1.1362513585613985,-1.1362513585613985,-1.1362513585613985,-1.1362513585613985,-1.1362513585613985,-1.1362513585613985,-1.1362513585613985
AMBER,-2.904745289602233,-2.904745289602233,-2.904745289602233,-2.904745289602233,-2.904745289602233,-2.904745289602233,-2.904745289602233,-2.904745289602233,-2.904745289602233,-2.904745289602233
AMBICAAGAR,-1.8419975440032716,-1.841997544003272,-1.841997544003272,-1.841997544003272,-1.841997544003272,-1.841997544003272,-1.841997544003272,-1.841997544003272,-1.841997544003272,-1.841997544003272
AMBIKCO,-1.8892297755530327,-1.8892297755530327,-1.8892297755530327,-1.8892297755530327,-1.8892297755530327,-1.8892297755530327,-1.8892297755530327,-1.8892297755530327,-1.8892297755530327,-1.8892297755530327
AMBUJACEM,-5.122575923893157,-5.122575923893157,-5.122575923893157,-5.122575923893157,-5.122575923893157,-5.122575923893157,-5.122575923893157,-5.122575923893157,-5.122575923893157,-5.122575923893157
AMDIND,-2.5448107988493,-2.5448107988493,-2.5448107988493,-2.5448107988493,-2.5448107988493,-2.5448107988493,-2.5448107988493,-2.5448107988493,-2.5448107988493,-2.5448107988493
AMJLAND,-5.008944543828269,-5.008944543828269,-5.008944543828269,-5.008944543828269,-5.008944543828269,-5.008944543828269,-5.008944543828269,-5.008944543828269,-5.008944543828269,-5.008944543828269
AMNPLST,0.2937788018433291,0.2937788018433291,0.2937788018433291,0.2937788018433291,0.2937788018433291,0.2937788018433291,0.2937788018433291,0.2937788018433291,0.2937788018433291,0.2937788018433291
AMRUTANJAN,-3.653186567759428,-3.653186567759428,-3.653186567759428,-3.653186567759428,-3.653186567759428,-3.653186567759428,-3.653186567759428,-3.653186567759428,-3.653186567759428,-3.653186567759428
ANANDRATHI,-1.6255027756540266,-1.6255027756540266,-1.6255027756540266,-1.6255027756540266,-1.6255027756540266,-1.6255027756540266,-1.6255027756540266,-1.6255027756540266,-1.6255027756540266,-1.6255027756540266
ANANTRAJ,-6.750976380881545,-6.750976380881545,-6.750976380881545,-6.750976380881545,-6.750976380881545,-6.750976380881545,-6.750976380881545,-6.750976380881545,-6.750976380881545,-6.750976380881545
ANDHRAPAP,-1.8691588785046773,-1.869158878504677,-1.869158878504677,-1.869158878504677,-1.869158878504677,-1.869158878504677,-1.869158878504677,-1.869158878504677,-1.869158878504677,-1.869158878504677
ANDHRSUGAR,-1.7921664980488436,-1.7921664980488436,-1.7921664980488436,-1.7921664980488436,-1.7921664980488436,-1.7921664980488436,-1.7921664980488436,-1.7921664980488436,-1.7921664980488436,-1.7921664980488436
ANGELONE,-2.006545624561677,-2.006545624561677,-2.006545624561677,-2.006545624561677,-2.006545624561677,-2.006545624561677,-2.006545624561677,-2.006545624561677,-2.006545624561677,-2.006545624561677
ANIKINDS,-1.9319782652445179,-1.9319782652445177,-1.9319782652445177,-1.9319782652445177,-1.9319782652445177,-1.9319782652445177,-1.9319782652445177,-1.9319782652445177,-1.9319782652445177,-1.9319782652445177
ANMOL,-2.692003167062562,-2.692003167062562,-2.692003167062562,-2.692003167062562,-2.692003167062562,-2.692003167062562,-2.692003167062562,-2.692003167062562,-2.692003167062562,-2.692003167062562
ANTELOPUS,14.720581553839168,14.720581553839168,14.720581553839168,14.720581553839168,14.720581553839168,14.720581553839168,14.720581553839168,14.720581553839168,14.720581553839168,14.720581553839168
ANTGRAPHIC,-2.1276595744680753,-2.1276595744680757,-2.127659574468076,-2.127659574468076,-2.127659574468076,-2.127659574468076,-2.127659574468076,-2.127659574468076,-2.127659574468076,-2.127659574468076
ANTHEM,0.41226912928759896,0.4122691292875989,0.4122691292875989,0.4122691292875989,0.4122691292875989,0.4122691292875989,0.4122691292875989,0.4122691292875989,0.4122691292875989,0.4122691292875989
